price,bedroom,bathroom,area(sqft),country,city,address,propert_type,purpose,furnishing,completion_status,handover,project_name
"2,100,000",1 bed,2 baths,"1,016 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,399 Hills Park B
"2,649,999",3 beds,4 baths,"2,082 sqft", UAE, Dubai, Town Square,Townhouse,Sale,Unfurnished,Ready,Q4 2025,Noor Townhouses
"2,200,000",2 beds,2 baths,"1,066 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Golf Grand
"2,000,000",1 bed,2 baths,737 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,310 Riverside Crescent
"875,000",Studio,1 bath,450 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q1 2026,Arbor View
"1,450,000",2 beds,2 baths,995 sqft, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q1 2026,Arbor View
"950,000",1 bed,2 baths,"1,299 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q1 2026,Arbor View
"794,777",Studio,1 bath,425 sqft, UAE, Dubai, Liwan,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Empire Lake Views
"1,594,736",2 beds,3 baths,993 sqft, UAE, Dubai, Majan,Apartment,Sale,Furnished,Off-Plan,Q1 2028,Samana Barari Lagoons
"26,000,000",5 beds,7 baths,"8,028 sqft", UAE, Dubai, Sobha Hartland,Villa,Sale,Unfurnished,Ready,Q1 2028,Sobha Hartland Estates
"4,799,999",2 beds,3 baths,"2,231 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Ready,Q1 2028,FIVE Palm Jumeirah
"1,750,000",1 bed,2 baths,762 sqft, UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2028,FIVE Palm Jumeirah
"2,801,526",2 beds,3 baths,"1,436 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Wellington Ocean
"1,904,807",1 bed,2 baths,866 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Wellington Ocean
"680,000",Studio,1 bath,370 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,TORINO BY ORO24
"700,000",Studio,1 bath,369 sqft, UAE, Dubai, Arjan,Apartment,Sale,Furnished,Off-Plan,Q4 2027,TORINO BY ORO24
"850,000",Studio,1 bath,386 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Furnished,Off-Plan,Q4 2027,Elitz 2 By Danube
"3,270,000",2 beds,3 baths,"1,248 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q4 2027,Elitz 2 By Danube
"749,000",Studio,1 bath,378 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube
"3,000,000",3 beds,4 baths,"3,229 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Penthouse,Sale,Unfurnished,Off-Plan,Q4 2027,THE WIND TOWER II
"3,500,000",2 beds,3 baths,"1,196 sqft", UAE, Dubai, Dubai Maritime City,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Oceanz 3
"790,000",Studio,1 bath,527 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q1 2027,Burj View Residence
"900,000",2 beds,2 baths,"1,178 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Unfurnished,Ready,Q1 2027,Zenith Towers
"850,000",Studio,1 bath,425 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q1 2027,DAMAC Maison Bay's Edge
"1,300,000",Studio,1 bath,448 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q1 2027,DAMAC Maison Bay's Edge
"750,000",1 bed,2 baths,969 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q1 2027,DAMAC Maison Bay's Edge
"4,400,000",2 beds,2 baths,"1,190 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q1 2027,DAMAC Maison Bay's Edge
"3,900,000",3 beds,4 baths,"1,580 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Savanna Building 3
"7,990,000",2 beds,2 baths,"1,537 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q3 2026,Savanna Building 3
"738,000",Studio,1 bath,378 sqft, UAE, Dubai, Dubai Silicon Oasis (DSO),Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Oasiz 1 by Danube
"4,000,000",3 beds,3 baths,"1,502 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Parkside Views
"1,650,000",1 bed,2 baths,782 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Greenside Residence Tower A
"3,720,000",2 beds,4 baths,"1,362 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Ellington House 2
"2,600,000",2 beds,4 baths,"1,867 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"1,150,000",1 bed,2 baths,949 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"680,000",1 bed,2 baths,958 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"735,000",1 bed,2 baths,968 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"735,000",1 bed,2 baths,968 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"600,000",1 bed,1 bath,513 sqft, UAE, Dubai, Dubai South,Apartment,Sale,Unfurnished,Ready,Q2 2025,Ellington House 2
"1,950,000",1 bed,1 bath,990 sqft, UAE, Dubai, Mina Rashid,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Clearpoint Building 2
"1,100,000",1 bed,1 bath,487 sqft, UAE, Dubai, Meydan City,Apartment,Sale,Unfurnished,Ready,Q3 2027,Clearpoint Building 2
"3,500,000",4 beds,3 baths,"1,915 sqft", UAE, Dubai, DAMAC Hills,Villa,Sale,Unfurnished,Ready,Q3 2027,Clearpoint Building 2
"1,900,000",1 bed,2 baths,736 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q2 2027,330 Riverside Crescent
"2,890,000",1 bed,2 baths,797 sqft, UAE, Dubai, Dubai Media City,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Damac Casa
"4,110,888",4 beds,5 baths,"2,767 sqft", UAE, Dubai, Dubai South,Townhouse,Sale,Unfurnished,Off-Plan,Q1 2029,Damac Casa
"2,500,000",4 beds,6 baths,"1,521 sqft", UAE, Dubai,Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Off-Plan,Q4 2025,Golf Views Seven City
"4,500,000",4 beds,4 baths,"2,713 sqft", UAE, Dubai, Dubailand,Townhouse,Sale,Unfurnished,Ready,Q4 2025,Cherrywoods
"3,530,888",3 beds,2 baths,"1,857 sqft", UAE, Dubai, Dubai South,Townhouse,Sale,Unfurnished,Off-Plan,Q1 2029,Cherrywoods
"2,950,000",2 beds,2 baths,"1,077 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2029,Cherrywoods
"3,100,000",2 beds,2 baths,"1,223 sqft", UAE, Dubai, Al Wasl,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,DAMAC CITY
"6,300,000",2 beds,2 baths,"1,580 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Ready,Q4 2025,DAMAC CITY
"7,900,000",5 beds,6 baths,"4,932 sqft", UAE, Dubai, Athlon by Aldar,Villa,Sale,Unfurnished,Off-Plan,Q2 2028,Delphi
"3,750,000",2 beds,2 baths,"1,367 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q3 2025,Cavalli Tower
"2,000,000",1 bed,2 baths,767 sqft, UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q3 2025,Cavalli Tower
"1,565,000",2 beds,2 baths,"1,212 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q3 2027,Celeste Heights by Zimaya Properties
"1,220,000",2 beds,3 baths,"1,196 sqft", UAE, Dubai, Dubai Silicon Oasis (DSO),Apartment,Sale,Unfurnished,Ready,Q3 2027,Coral Residence
"3,774,000",3 beds,4 baths,"1,807 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Ocean Tower
"3,340,500",2 beds,3 baths,"1,468 sqft", UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Ocean Tower
"2,827,888",2 beds,3 baths,"1,071 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Parkwood Tower B
"4,657,922",1 bed,1 bath,"1,064 sqft", UAE, Dubai, Palm Jumeirah,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Palm Beach Towers 3
"825,000",1 bed,2 baths,753 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off-Plan,Q4 2027,Guzel Towers Block A
"2,000,000",1 bed,1 bath,813 sqft, UAE, Dubai, Ras Al Khor,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Sobha One Tower E
"1,125,000",1 bed,1 bath,856 sqft, UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Off-Plan,Q3 2027,Celeste Heights by Zimaya Properties
"2,075,000",3 beds,3 baths,"1,832 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Furnished,Off-Plan,Q3 2027,Celeste Heights by Zimaya Properties
"2,400,000",3 beds,3 baths,"1,583 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q3 2027,Marina Pinnacle
"13,850,000",5 beds,5 baths,"4,689 sqft", UAE, Dubai, Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q3 2027,Legacy
"8,500,000",2 beds,3 baths,"1,641 sqft", UAE, Dubai, Bluewaters Island,Apartment,Sale,Furnished,Ready,Q3 2027,Legacy
"740,000",Studio,1 bath,455 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q3 2027,Legacy
"1,960,000",1 bed,1 bath,835 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q3 2027,Legacy
"1,900,000",1 bed,2 baths,644 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Peninsula Three
"5,000,000",3 beds,4 baths,"2,583 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Villa,Sale,Unfurnished,Ready,Q2 2025,Peninsula Three
"3,250,000",2 beds,3 baths,"1,657 sqft", UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q2 2025,Peninsula Three
"2,200,000",1 bed,2 baths,910 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2025,Nobles Tower
"9,500,000",3 beds,4 baths,"3,070 sqft", UAE, Dubai, Dubai Hills Estate,Villa,Sale,Unfurnished,Ready,Q2 2025,Club Villas
"2,250,000",2 beds,3 baths,"1,323 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q2 2025,Binghatti Canal Building
"1,770,888",1 bed,1 bath,727 sqft, UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Parkwood Tower B
"1,900,000",1 bed,2 baths,644 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Peninsula Three
"1,250,000",1 bed,1 bath,764 sqft, UAE, Dubai, Arjan,Apartment,Sale,Unfurnished,Ready,Q2 2025,Joya Blanca Residences
"1,450,000",2 beds,2 baths,"1,098 sqft", UAE, Dubai, Arjan,Apartment,Sale,Furnished,Ready,Q2 2025,Jewelz by Danube
"4,150,000",4 beds,6 baths,"1,450 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Villa,Sale,Unfurnished,Ready,Q2 2025,Jewelz by Danube
"2,600,000",4 beds,4 baths,"1,549 sqft", UAE, Dubai, DAMAC Lagoons,Townhouse,Sale,Unfurnished,Off-Plan,Q3 2025,Santorini
"3,000,000",4 beds,6 baths,"1,707 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Villa,Sale,Unfurnished,Ready,Q3 2025,Santorini
"1,750,000",2 beds,2 baths,810 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Unfurnished,Ready,Q3 2025,Santorini
"1,300,000",1 bed,1 bath,843 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q3 2025,Mag 218 Tower
"1,750,000",1 bed,1 bath,855 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q3 2025,Creek Vistas Grande
"9,750,000",4 beds,5 baths,"3,317 sqft", UAE, Dubai, Mohammed Bin Rashid City,Townhouse,Sale,Unfurnished,Ready,Q3 2025,Creek Vistas Grande
"730,000",Studio,1 bath,408 sqft, UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Off-Plan,Q3 2026,Samana Golf Views
"2,900,000",2 beds,2 baths,"1,257 sqft", UAE, Dubai, Bukadra,Apartment,Sale,Unfurnished,Off-Plan,Q4 2027,Claydon House
"2,316,260",Studio,1 bath,382 sqft, UAE, Dubai, The World Islands,Apartment,Sale,Furnished,Off-Plan,Q4 2025,Marbella Resort Hotel Vignette Collection
"1,500,000",2 beds,2 baths,"1,132 sqft", UAE, Dubai, Town Square,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,The Hamilton
"3,600,000",5 beds,5 baths,"2,397 sqft", UAE, Dubai, DAMAC Lagoons,Townhouse,Sale,Unfurnished,Off-Plan,Q4 2025,Mykonos
"1,795,000",2 beds,3 baths,"1,457 sqft", UAE, Dubai, Dubai Science Park,Apartment,Sale,Unfurnished,Ready,Q4 2025,Orchid Residence
"1,289,000",3 beds,3 baths,"1,139 sqft", UAE, Dubai, Dubai Silicon Oasis (DSO),Apartment,Sale,Furnished,Ready,Q4 2025,Orchid Residence
"1,699,999",2 beds,3 baths,829 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2025,Orchid Residence
"4,050,000",4 beds,6 baths,"3,557 sqft", UAE, Dubai, Dubai South,Townhouse,Sale,Unfurnished,Off-Plan,Q1 2025,Orchid Residence
"1,780,000",2 beds,3 baths,"1,460 sqft", UAE, Dubai, Dubai Science Park,Apartment,Sale,Unfurnished,Ready,Q1 2025,Orchid Residence
"2,700,000",3 beds,3 baths,"1,973 sqft", UAE, Dubai, The Valley by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q3 2027,Nima
"1,600,000",1 bed,2 baths,742 sqft, UAE, Dubai, Bukadra,Apartment,Sale,Furnished,Off-Plan,Q1 2028,Parkway by Prestige One
"2,825,000",2 beds,2 baths,"1,114 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Palace Residences Building 1
"2,520,000",2 beds,2 baths,"1,030 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q2 2028,Lotus
"699,000",Studio,1 bath,399 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Furnished,Off-Plan,Q2 2026,Serene Gardens 2
"2,735,828",2 beds,2 baths,"1,195 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,The Highbury
"1,350,000",1 bed,2 baths,797 sqft, UAE, Dubai, Dubailand,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Sage
"2,096,000",3 beds,5 baths,"2,073 sqft", UAE, Dubai, DAMAC Hills 2 (Akoya by DAMAC),Villa,Sale,Unfurnished,Ready,Q2 2028,Amazonia
"3,400,000",2 beds,4 baths,"1,365 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,The Crest
"2,700,880",2 beds,3 baths,"1,350 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Furnished,Ready,Q2 2028,Orra Harbour Residences
"10,699,999",3 beds,4 baths,"1,787 sqft", UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2028,Seapoint Tower 1
"2,960,000",2 beds,2 baths,"1,071 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Unfurnished,Ready,Q1 2028,Seapoint Tower 1
"13,800,000",4 beds,6 baths,"5,489 sqft", UAE, Dubai,Jumeirah Park,Villa,Sale,Unfurnished,Ready,Q1 2028,Seapoint Tower 1
"2,827,888",2 beds,3 baths,"1,071 sqft", UAE, Dubai, Dubai Hills Estate,Apartment,Sale,Unfurnished,Off-Plan,Q1 2029,Parkwood Tower B
"4,400,000",2 beds,2 baths,"1,309 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,LIV Marina
"3,400,000",2 beds,4 baths,"1,365 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,The Crest
"6,200,000",2 beds,3 baths,"2,038 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Unfurnished,Ready,Q2 2025,Burj Khalifa
"2,600,000",2 beds,2 baths,"1,276 sqft", UAE, Dubai, Jumeirah Beach Residence (JBR),Apartment,Sale,Furnished,Ready,Q2 2025,Burj Khalifa
"1,300,000",1 bed,1 bath,514 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,The Crest Tower C
"900,000",1 bed,1 bath,479 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Off-Plan,Q1 2027,Treppan Tower
"2,290,000",1 bed,2 baths,831 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q1 2026,Peninsula Four (The Plaza)
"1,200,000",1 bed,2 baths,785 sqft, UAE, Dubai, Jumeirah Lake Towers (JLT),Apartment,Sale,Furnished,Ready,Q1 2026,Peninsula Four (The Plaza)
"2,469,828",2 beds,3 baths,"1,141 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,The Highbury
"1,315,000",2 beds,3 baths,987 sqft, UAE, Dubai, Dubai Investment Park (DIP),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3
"1,100,000",1 bed,2 baths,801 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,Lucky Royale Residence
"2,900,000",2 beds,3 baths,"1,391 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"880,000",1 bed,2 baths,678 sqft, UAE, Dubai, Dubai Investment Park (DIP),Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Marine 3
"952,900",1 bed,2 baths,828 sqft, UAE, Dubai, Dubai Land Residence Complex,Apartment,Sale,Unfurnished,Off-Plan,Q4 2028,AG AUM Residence
"585,000",Studio,1 bath,365 sqft, UAE, Dubai, Dubai Studio City,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Azizi Beach Oasis (Mirage 1)
"1,490,000",2 beds,3 baths,"1,136 sqft", UAE, Dubai, Al Furjan,Apartment,Sale,Unfurnished,Off-Plan,Q2 2025,Equiti Home
"3,600,000",3 beds,4 baths,"1,702 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q2 2026,Sobha Crest Grande
"18,000,000",4 beds,5 baths,"4,742 sqft", UAE, Dubai, The Meadows,Villa,Sale,Unfurnished,Ready,Q2 2026,The Meadows 7
"1,650,000",1 bed,1 bath,727 sqft, UAE, Dubai, The Meadows,Villa,Sale,Unfurnished,Ready,Q2 2026,The Meadows 7
"2,250,000",2 beds,3 baths,"1,053 sqft", UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Off-Plan,Q4 2025,The Crest Tower C
"3,450,000",1 bed,2 baths,868 sqft, UAE, Dubai, Dubai Harbour,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,DAMAC BAY
"1,937,000",1 bed,2 baths,866 sqft, UAE, Dubai, Dubai Islands,Apartment,Sale,Unfurnished,Off-Plan,Q2 2028,Bay Grove Residences C Building 10
"2,300,000",1 bed,1 bath,970 sqft, UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Off-Plan,Q4 2029,Marina Cove
"3,230,000",3 beds,3 baths,"2,385 sqft", UAE, Dubai, Reem,Villa,Sale,Unfurnished,Ready,Q4 2029,Marina Cove
"14,000,000",4 beds,5 baths,"4,182 sqft", UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q4 2029,Marina Cove
"5,600,000",2 beds,3 baths,"1,483 sqft", UAE, Dubai, Bluewaters Island,Apartment,Sale,Unfurnished,Ready,Q4 2029,Marina Cove
"14,900,000",10 beds,10 baths,"8,073 sqft", UAE, Dubai, Liwan 2,Residential Building,Sale,Unfurnished,Ready,Q4 2029,Al Salam Building
"1,200,000",2 beds,2 baths,"1,370 sqft", UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Unfurnished,Ready,Q4 2029,Al Salam Building
"950,000",Studio,1 bath,420 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2029,Aykon City
"1,550,000",2 beds,3 baths,"1,122 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights
"4,450,000",3 beds,4 baths,"1,355 sqft", UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q3 2026,Burj Crown
"1,980,000",1 bed,2 baths,767 sqft, UAE, Dubai, Mohammed Bin Rashid City,Apartment,Sale,Unfurnished,Ready,Q3 2026,Burj Crown
"1,500,000",1 bed,1 bath,495 sqft, UAE, Dubai, Sobha Hartland,Apartment,Sale,Unfurnished,Ready,Q3 2026,Burj Crown
"3,100,000",1 bed,2 baths,935 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2026,Al Habtoor Tower
"4,700,000",2 beds,3 baths,"1,474 sqft", UAE, Dubai, Dubai Marina,Apartment,Sale,Unfurnished,Ready,Q4 2026,Al Habtoor Tower
"729,148",1 bed,2 baths,"1,039 sqft", UAE, Dubai, International City,Apartment,Sale,Unfurnished,Ready,Q4 2026,Al Habtoor Tower
"1,550,000",2 beds,3 baths,"1,122 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q3 2026,Havelock Heights
"1,085,000",1 bed,1 bath,808 sqft, UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Ready,Q3 2026,Paradise View 1
"5,300,000",3 beds,3 baths,"3,430 sqft", UAE, Dubai, Dubai Islands,Townhouse,Sale,Unfurnished,Off-Plan,Q2 2027,Bay Villas
"1,260,000",2 beds,3 baths,"1,068 sqft", UAE, Dubai, Dubai Sports City,Apartment,Sale,Furnished,Ready,Q2 2027,Bay Villas
"981,498",Studio,1 bath,424 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Off-Plan,Q4 2024,Dusk by Binghatti
"1,534,044",2 beds,2 baths,"1,262 sqft", UAE, Dubai, Majan,Apartment,Sale,Unfurnished,Off-Plan,Q1 2027,Jade Tower
"26,200,000",5 beds,6 baths,"9,918 sqft", UAE, Dubai, Tilal Al Ghaf,Villa,Sale,Unfurnished,Off-Plan,Q1 2025,Elysian Mansions
"3,250,000",2 beds,2 baths,"1,095 sqft", UAE, Dubai, Dubai Creek Harbour,Apartment,Sale,Furnished,Ready,Q1 2025,Palace Residences
"1,900,000",4 beds,5 baths,"2,780 sqft", UAE, Dubai, Dubai Investment Park (DIP),Villa,Sale,Unfurnished,Off-Plan,Q4 2025,Verdana
"850,000",Studio,1 bath,414 sqft, UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2025,Verdana
"1,050,000",1 bed,2 baths,689 sqft, UAE, Dubai, Jumeirah Village Triangle (JVT),Apartment,Sale,Furnished,Ready,Q4 2025,Verdana
"6,862,888",4 beds,7 baths,"5,581 sqft", UAE, Dubai, The Valley by Emaar,Villa,Sale,Unfurnished,Off-Plan,Q4 2028,Farm Grove
"2,450,000",1 bed,2 baths,774 sqft, UAE, Dubai, Downtown Dubai,Apartment,Sale,Furnished,Ready,Q4 2028,Vida Residence Downtown
"850,000",1 bed,2 baths,539 sqft, UAE, Dubai, Barsha Heights (Tecom),Apartment,Sale,Furnished,Ready,Q4 2028,First Central Hotel Suites
"2,037,888",1 bed,2 baths,758 sqft, UAE, Dubai,Dubai Marina,Apartment,Sale,Furnished,Off-Plan,Q4 2027,Vanguard by Frank Muller
"510,000",Studio,1 bath,527 sqft, UAE, Dubai, Discovery Gardens,Apartment,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller
"1,780,000",3 beds,4 baths,"2,013 sqft", UAE, Dubai, International City,Townhouse,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller
"1,150,000",2 beds,3 baths,"1,114 sqft", UAE, Dubai, Jumeirah Village Circle (JVC),Apartment,Sale,Unfurnished,Ready,Q4 2027,Vanguard by Frank Muller
"2,190,000",2 beds,3 baths,"1,068 sqft", UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Ready,Q4 2027,DAMAC Maison Majestine
"2,600,000",1 bed,1 bath,762 sqft, UAE, Dubai, Za'abeel,Apartment,Sale,Unfurnished,Off-Plan,Q3 2029,Address Residences Zabeel Tower 2
"2,308,000",1 bed,2 baths,749 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,450,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"1,573,000",Studio,1 bath,446 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"4,250,000",2 beds,2 baths,"1,283 sqft", UAE, Dubai, Al Wasl,Apartment,Sale,Unfurnished,Off-Plan,Q4 2026,Central Park Plaza Tower B
"1,517,000",Studio,1 bath,405 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"2,306,000",1 bed,2 baths,745 sqft, UAE, Dubai, Business Bay,Apartment,Sale,Furnished,Off-Plan,Q4 2029,Bayz 102 by Danube
"3,120,000",2 beds,3 baths,"1,695 sqft", UAE, Dubai, The Springs,Villa,Sale,Unfurnished,Ready,Q4 2029,The Springs 4
